번호,제목,저자,출판사,출판일,참고문헌양식
58.0,Using “big data” to guide implementation of a web and mobile adaptive learning platform for medical students,"Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017.0,
59.0,Real Big Data: How We Know Who We Know in Youth Work,"Fink, Alexander; Brito, Marisol",Taylor & Francis,2021.0,
60.0,From 'big data' to 'smart data': algorithm for cross-evaluation as a novel method for large-scale survey analysis,"Kantoci, Darko; Džanić, Emir; Bogers, Marcel",Inderscience,2018.0,
61.0,Energy big data: A survey,"Jiang,  Hui; Wang,  Kun; Wang,  Yihui; Gao,  Min; Zhang,  Yan",IEEE,2016.0,
62.0,Taming Big Data: An Information Extraction Strategy for Large Clinical Text Corpora,"Gundlapalli,  Adi V.; Divita,  Guy; Carter,  Marjorie E.; Redd,  Andrew; Samore,  Matthew H.; Gupta,  Kalpana; Trautner,  Barbara",IOS Press,2015.0,
63.0,A Big Data-Driven Model for the Optimization of Healthcare Processes,"Koufi,  Vassiliki; Malamateniou,  Flora; Vassilacopoulos,  George",IOS Press,2015.0,
64.0,Using ‘big data’ to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015.0,
65.0,Do big data-driven HR practices improve HR service quality and innovation competency of SMEs,"Verma, Surabhi; Singh, Vibhav; Bhattacharyya, Som Sekhar",Emerald Group Publishing Limited,2020.0,
66.0,The 'big data' myth and the pitfalls of 'thick data' opportunism: on the need for a different ontology of markets and consumption,"Thompson, Craig J.",Taylor & Francis,2019.0,
67.0,"Leveraging ""big data"" to enhance the effectiveness of ""one health"" in an era of health informatics","Asokan, G.V.; Asokan, Vanitha","Elsevier Science B.V., Amsterdam",2015.0,
68.0,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017.0,
69.0,A data-driven approach for discovery of the latest research trends in higher education for business by leveraging advanced technology and big data,"Park, Young-Eun",Taylor & Francis,2021.0,
70.0,The Big Picture About `Big Data',"Mummadi, Srinivas; Pai, Rakesh K.; Hahn, Peter",American Association for Physician Leadership,2017.0,
71.0,Toward Big Data–Driven Treatment Planning: Volumetric Modulated Arc Therapy/Intensity Modulated Radiation Therapy Inverse Planning Autopiloted by Population-Based Prior Data,"Wang, H.; Xing, L.","Elsevier Science B.V., Amsterdam.",2016.0,
72.0,"Leveraging ""big data"" in respiratory medicine – data science, causal inference, and precision medicine","Raita, Yoshihiko; Camargo, Carlos A.; Liang, Liming; Hasegawa, Kohei",Informa Healthcare,2021.0,
73.0,Taming Big Data: Implementation of a Clinical Use-Case Driven Architecture,"Mayo, C.; Kessler, M. L.; Feng, M.; Weyburn, G.; El Naqa, I.; Eisbruch, A.; Matuszak, M. M.; McShan, D.; Moran, J. M.; Anderson, C. J.","Elsevier Science B.V., Amsterdam.",2016.0,
74.0,Prescription Data in Australia: How Useful is this ‘Big' Data?,"Kim, H.; Calcino, L.; Calcino, G.","Elsevier Science B.V., Amsterdam",2016.0,
75.0,Technology Big Data: In Search of Benefits Making insights actionable is key,unknown,MACLEAN HUNTER MEDIA,2016.0,
76.0,A Big Data-Driven Approach to Catering O2O Modeling,"Tang, Dongping; Zhu, Weiquan; Kuvshinov, Andrei",Springer Nature,2018.0,
77.0,From big data to rich data: The key features of athlete wheelchair mobility performance,"van der Slikke, R. M.; Berger, M. A.; Bregman, D. J.; Veeger, H. E.","Elsevier Science B.V., Amsterdam.",2016.0,
78.0,"Finance Big Data: Management, Analysis, and Applications","Sun, Yunchuan; Shi, Yufeng; Zhang, Zhengjun",ME Sharpe,2019.0,
79.0,No big data without small data: learning health care systems begin and end with the individual patient,"Sacristn, J. A.; Dilla, T.",Wiley-Blackwell,2015.0,
80.0,"Altmetrics: ""big data"" that map the influence of New Zealand research","Konkiel, Stacy; Guichard, Stephanie","THE PIERIAN PRESS, INC.",2018.0,
81.0,Thick data: adding context to big data to enhance auditability,"Alles, M.; Vasarhelyi, M.A.",Inderscience,2014.0,
82.0,A ''big data'' approach to HIV epidemiology and prevention,"Young, S. D.","Elsevier Science B.V., Amsterdam",2015.0,
83.0,FROM BIG DATA TO SMART DATA: THE ROLE OF METABOLOMICS IN GENERATING ACTIONABLE KNOWLEDGE IN ALZHEIMER'S DISEASE FOR PERSONALIZED TREATMENT,"Geerts, Hugo",ELSEVIER SCIENCE B.V. AMSTERDAM,2017.0,
84.0,A Big Data-Enabled Consolidated Framework for Energy Efficient Software Defined Data Centers in IoT Setups,unknown,IEEE,2020.0,
85.0,"Book Review-Big Data: How It Affects Opportunity, Social Strategy, and Growth","Cowie, K. A.",Wiley,2015.0,
86.0,Using 'big data' to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015.0,
87.0,"Using ""big data"" to guide implementation of a web and mobile adaptive learning platform for medical students","Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017.0,
88.0,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017.0,
89.0,Clouding Big Data: Information Privacy Considerations,"Gathegi, J.N.",Springer Science and Business Media,2014.0,
90.0,NEUROPATHOLOGY BIG DATA: IT'S ALL VCID,"Kapasi, Alifiya; Schneider, Julie A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2019.0,
91.0,"Integrating ""big data"" into surgical practice","Mathias, Brittany; Lipori, Gigi; Moldawer, Lyle L.; Efron, Philip A.","Elsevier Science B.V., Amsterdam",2016.0,
92.0,VIEWPOINT Big data: Your secret weapon,unknown,AMERICAN INST OF AERONAUTICS AND ASTRONAUTICS,2014.0,
93.0,"Does 'Big Data' exist in medicinal chemistry, and if so, how can it be harnessed?","Tetko, Igor V; Engkvist, Ola; Chen, Hongming",Future Science,2016.0,
94.0,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020.0,
95.0,Thinking Big Large publishers are beginning to realize value in the ``big data'' phenomenon,unknown,PRIMEDIA,2014.0,
96.0,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019.0,
97.0,"Integrating ""big data"" into aquatic ecology: challenges and opportunities",unknown,John Wiley & Co Ltd,2017.0,
98.0,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021.0,
99.0,The Big To Do About “Big Data”,"Schilling, P. L.; Bozic, K. J.",LIPPINCOTT WILLIAMS & WILKINS,2014.0,
100.0,"HANDLING `BIG DATA' FROM VIDEO STREAMS Professor Plamen Angelov, Chair in Intelligent Systems at Lancaster University and Director of EntelSenSys, discusses patented new technology for predicting and updating the position of targets in video streams",unknown,unknown,2014.0,
,,,,,
2.0,,,,,"Fan  W ,Huai  J  P . ""Querying Big Data: Bridging Theory and Practice"" JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY : 849-869._x000D_
"
3.0,,,,,"Hauptman  P  J . ""Got Big Data?"" JOURNAL OF CARDIAC FAILURE : 169-170._x000D_
"
4.0,,,,,"Guo  Shengyu,Luo  Hanbin,Yong  Li. ""A Big Data-based Workers Behavior Observation in China Metro Construction"" Procedia engineering : 190-197._x000D_
"
5.0,,,,,"Mounir  N ,Guo  Y ,Panchal  Y ,Mohamed  I  M ,Abou-Sayed  A ,Abou-Sayed  O . ""Integrating Big Data: Simulation, Predictive Analytics, Real Time Monitoring, and Data Warehousing in a Single Cloud Application"" OFFSHORE TECHNOLOGY CONFERENCE -CD-ROM EDITION- : 2991-3004._x000D_
"
6.0,,,,,"Squitieri   Chad. ""Confronting Big Data: Applying the Confrontation Clause to Government Data Collection"" Virginia law review : 2011-2049._x000D_
"
7.0,,,,,"Wells   David. ""Beyond Big Data: Surveillance, Metadata and Technology-Enabled Intelligence Opportunities in Counter-Terrorism"" NATO Science for Peace and Security Series. E: Human and Societal Dynamics : 319-326._x000D_
"
8.0,,,,,"Figueiras  Paulo,Gonçalves  Diogo,Costa  Ruben,Guerreiro  Guilherme,Georgakis  Panos,Jardim-Gonçalves  Ricardo. ""Novel Big Data-supported dynamic toll charging system: Impact assessment on Portugal's shadow-toll highways"" Computers & Industrial Engineering : 476-491._x000D_
"
9.0,,,,,"Myers  P  O . ""Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?"" The Annals of thoracic surgery : 1539-1540._x000D_
"
10.0,,,,," ""Aviation community is just beginning to understand what can be done with aircraft `big data'"" Aviation week & space technology : 74-74._x000D_
"
11.0,,,,,"Towe  Ross,Dean  Graham,Edwards  Liz,Nundloll  Vatsala,Blair  Gordon,Lamb  Rob,Hankin  Barry,Manson  Susan. ""Rethinking data‐driven decision support in flood risk management for a big data age"" JOURNAL OF FLOOD RISK MANAGEMENT : n/a-n._x000D_
"
12.0,,,,,"Bansal  S  K ,Kagemann  S . ""Integrating Big Data: A Semantic Extract-Transform-Load Framework"" Computer : 42-50._x000D_
"
13.0,,,,,"Wang  X ,Zhang  Y ,Leung  V  C ,Guizani  N ,Jiang  T . ""D2D Big Data: Content Deliveries over Wireless Device-to-Device Sharing in Large-Scale Mobile Networks"" IEEE wireless communications : 32-38._x000D_
"
14.0,,,,,"Alioto   Gina,Carpenter   Paul,Cristal   Adrián,Unsal   Osman,Leich   Marcus,Avare   Christophe. ""RETHINK Big: European Roadmap for Hardware and Networking Optimizations for Big Data"" DATE : 121-121._x000D_
"
15.0,,,,,"Bhaskaran  K . ""a ``big data'' study to quantify the relationship between BMI and different cancers"" DIABETES AND PRIMARY CARE : 16-17._x000D_
"
16.0,,,,,"Fosso Wamba  S ,Akter  S ,Edwards  A ,Chopin  G ,Gnanzou  D . ""How ‘big data’ can make big impact: Findings from a systematic review and a longitudinal case study"" International journal of production economics : 234-246._x000D_
"
17.0,,,,," ""Harnessing Big Data: Capabilities that Deliver Results"" Supply chain management review : 24-31._x000D_
"
18.0,,,,,"Patty  J W ,Penn  E M . ""Analyzing Big Data: Social Choice and Measurement"" PS : 95-101._x000D_
"
19.0,,,,,"Preden   Jurgo,Pahtma   Raido,Tomson   Timo,Motus   Leo. ""Solving Big Data: Distributing Computation Among Smart Devices"" Frontiers in Artificial Intelligence and Applications : 245-258._x000D_
"
20.0,,,,,"Nakanishi   Takafumi. ""A Data-Driven Axes Creation Model for Correlation Measurement on Big Data Analytics"" Frontiers in Artificial Intelligence and Applications : 308-323._x000D_
"
21.0,,,,,"Schultze  J  L . ""Teaching 'big data' analysis to young immunologists"" NATURE IMMUNOLOGY : 902-905._x000D_
"
22.0,,,,,"Scott  Jim  . ""OPTIMIZING BIG DATA."" Strategic Finance : 12-12._x000D_
"
23.0,,,,,"Rütten  Tanja. ""Mining Big Data: A Philologist's Perspective"" Language and Computers : 151-168._x000D_
"
24.0,,,,,"You  Geonhwa. ""Spatiotemporal Data-Adaptive Clustering Algorithm: An Intelligent Computational Technique for City Big Data"" Annals of the American association of geographers : 602-619._x000D_
"
25.0,,,,,"Lima  Rafael Sousa,Serrano  André Luiz Marques,Cupertino  César Medeiros,Souza  Audrey Jones De,Ferreira  Lucas Oliveira Gomes. ""Demystifying Big Data: mandatory evolution for forensic accounting in Brazil"" International Journal of Auditing Technology : 115-132._x000D_
"
26.0,,,,,"Power  Daniel J . ""Using 'Big Data' for analytics and decision support"" JOURNAL OF DECISION SYSTEMS : 222-228._x000D_
"
27.0,,,,,"Feldman  Dan,Schmidt  Melanie,Sohler  Christian. ""Turning Big Data Into Tiny Data: Constant-Size Coresets for k-Means, PCA, and Projective Clustering"" SIAM journal on computing : 601-657._x000D_
"
28.0,,,,,"Wang  Yufan,Zhang  Haili,Song  Michael. ""Does Big Data–Embedded New Product Development Influence Project Success?"" Research technology management : 35-42._x000D_
"
29.0,,,,,"Cumbley  R ,Church  P . ""Is ''Big Data'' creepy?"" COMPUTER LAW AND SECURITY REPORT : 601-609._x000D_
"
30.0,,,,,"Hyman  P . ""`Small Data' Enabled Prediction Of Obama's Win, Say Economists ``Big data'' from crowdsourcing resulted in more complex predictions"" Communications of the ACM : 23-25._x000D_
"
31.0,,,,,"Zhang  Pei,Xu  Yan,Luo  Fengji,Dong  Zhao Yang. ""Power Big Data: New Assets of Electric Power Utilities"" Journal of energy engineering : 04019009-040190._x000D_
"
32.0,,,,,"Adler-Milstein  J ,Jha  A K . ""Healthcare's ``Big Data'' Challenge"" The American Journal of Managed Care : 537-540._x000D_
"
33.0,,,,,"Ma  Qiuping,Li  Hongyan,Thorstenson  Anders. ""A big data-driven root cause analysis system: Application of Machine Learning in quality problem solving"" Computers & Industrial Engineering_x000D_
"
34.0,,,,,"Yu  Lean,Zhao  Yaqing,Tang  Ling,Yang  Zebin. ""Online big data-driven oil consumption forecasting with Google trends"" International journal of forecasting : 213-223._x000D_
"
35.0,,,,," ""Managing Big Data: Cloud Computing and Co-Location Centers"" JOURNAL OF PETROLEUM TECHNOLOGY : 42-45._x000D_
"
36.0,,,,,"Istem Fer,Ryan Kelly,Paul R  Moorcroft,Andrew D  Richardson,Elizabeth M  Cowdery,Michael C  Dietze. ""Linking big models to big data: efficient ecosystem model calibration through Bayesian model emulation"" Biogeosciences : 5801-5830._x000D_
"
37.0,,,,,"CRABB  D . ""Using -big data- to examine visual field follow up in glaucoma"" Acta Ophthalmologica : 0-0._x000D_
"
38.0,,,,,"Roehl  E A ,Cook  J B ,Conrads  P A . ""Using ``Big Data'' to Optimally Model Hydrology and Water Quality across Expansive Regions"" WORLD ENVIRONMENTAL AND WATER RESOURCES CONGRESS : 6441-6455._x000D_
"
39.0,,,,,"Wordsworth  Sarah,Doble  Brett,Payne  Katherine,Buchanan  James,Marshall  Deborah A ,McCabe  Christopher,Regier  Dean A . ""Using ""Big Data"" in the Cost-Effectiveness Analysis of Next-Generation Sequencing Technologies: Challenges and Potential Solutions"" Value in Health : 1048-1053._x000D_
"
40.0,,,,," ""WRANGLING `BIG DATA' FOR B-TO-B Why smaller media companies need to join the data party"" FOLIO -NEW CANAAN THEN STAMFORD- : 30-33._x000D_
"
41.0,,,,," ""Embracing `big data.'"" American shipper : 26-27._x000D_
"
42.0,,,,,"Huang  Y ,Tan  J ,Liang  Y  C . ""Wireless big data: transforming heterogeneous networks to smart networks"" JOURNAL OF COMMUNICATIONS AND INFORMATION NETWORKS : 19-32._x000D_
"
43.0,,,,,"Strenger  L . ""Coping with ``Big Data'' Growing Pains"" BUSINESS INTELLIGENCE JOURNAL : 45-52._x000D_
"
44.0,,,,,"Birchfield  R . ""NZIM: Big data: Management's new big gun"" New Zealand Management : 18-19._x000D_
"
45.0,,,,,"Zhang   Haoran,Wei   Xuyang,Zou   Tengfei,Li   Zhongliang,Yang   Guocai. ""Agriculture Big Data: Research Status, Challenges and Countermeasures"" International Federation for Information Processing -Publications- IFIP : 137-143._x000D_
"
46.0,,,,,"Shneiderman  B . ""The Big Picture for Big Data: Visualization"" Science : 730._x000D_
"
47.0,,,,,"Cao  Kai,Diao  Mi,Wu  Bo. ""A Big Data–Based Geographically Weighted Regression Model for Public Housing Prices: A Case Study in Singapore"" Annals of the American association of geographers : 173-186._x000D_
"
48.0,,,,,"Hong  M  K ,Skandarajah  A  R ,Hayes  I  P . ""Administrative data: what surgeons should know about big data"" ANZ JOURNAL OF SURGERY : 650-651._x000D_
"
49.0,,,,,"Restifo  N  P . ""A “Big Data” View of the Tumor “Immunome”"" Immunity : 631-632._x000D_
"
50.0,,,,,"Deng  Xingdong. ""Geospatial Big Data: New Paradigm of Remote Sensing Applications"" IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING : 3841-3851._x000D_
"
51.0,,,,,"Murphy  D  G ,Everaerts  W ,Loeb  S . ""The -Big Data- challenge: amplify your content using video and maximise your impact"" BJU INTERNATIONAL : 843-843._x000D_
"
52.0,,,,,"Biola  H ,Best  R M ,Lahlou  R M ,Burke  L M B ,Dewar  C ,Jackson  C T ,Broder  J ,Grey  L ,Semelka  R C ,Dobson  A . ""With ``Big Data'' Comes Big Responsibility: Outreach to North Carolina Medicaid Patients With 10 or More Computed Tomography Scans in 12 Months"" North Carolina medical journal : 102-109._x000D_
"
53.0,,,,,"Bhimani  Alnoor. ""Exploring big data's strategic consequences"" Journal of information technology : 66-69._x000D_
"
54.0,,,,,"Millie  D  F ,Weckman  G  R ,Young  W  A ,Ivey  J  E ,Fries  D  P ,Ardjmand  E ,Fahnenstiel  G  L . ""Coastal 'Big Data' and nature-inspired computation: Prediction potentials, uncertainties, and knowledge derivation of neural networks for an algal metric"" Estuarine, coastal and shelf science : 57-67._x000D_
"
55.0,,,,,"Al-Khatib  Ayman Wael. ""Can big data analytics capabilities promote a competitive advantage? Green radical innovation, green incremental innovation and data-driven culture in a moderated mediation model"" BUSINESS PROCESS MANAGEMENT JOURNAL : 1025-1046._x000D_
"
56.0,,,,,"Johnson  R ,Zahavi  R . ""Traditional Data Warehousing Meets Big Data: What Does It Mean for the Enterprise?"" CUTTER IT JOURNAL : 19-27._x000D_
"
57.0,,,,,"Li  Ruopu,Crowe  Jessica,Leifer  David,Zou  Lei,Schoof  Justin. ""Beyond big data: Social media challenges and opportunities for understanding social perception of energy"" Energy research & social science_x000D_
"
58.0,,,,,"Bello-Orgaz  G ,Jung  J  J ,Camacho  D . ""Social big data: Recent achievements and new challenges"" INFORMATION FUSION : 45-59._x000D_
"
59.0,,,,," ""Exploring Big Data: The Next Big Thing in Innovation"" Research technology management : 64._x000D_
"
60.0,,,,,"Ericson  J . ""Redefining Big Data-interview with Bill Inmon"" Information Management : 10-13._x000D_
"
61.0,,,,,"Davenport  T H ,Barth  P ,Bean  R . ""How `Big Data' Is Different"" MIT SLOAN MANAGEMENT REVIEW : 43._x000D_
"
62.0,,,,,"Rathore   M  Mazhar,Paul   Anand,Ahmad   Awais,Jeon   Gwanggil. ""IoT-Based Big Data: From Smart City towards Next Generation Super City Planning"" INTERNATIONAL JOURNAL ON SEMANTIC WEB AND INFORMATION SYSTEMS : 28-47._x000D_
"
63.0,,,,,"McCosker  Anthony,Wilken  Rowan. ""Rethinking 'big data' as visual knowledge: the sublime and the diagrammatic in data visualisation"" VISUAL STUDIES : 155-164._x000D_
"
64.0,,,,," ""Utilizing ``Big Data'' Modeling for Evaluating Potential Jurors"" Paralegal Today : 11-13._x000D_
"
65.0,,,,,"Dejesus  E  X . ""Manufacturing Data: Big changes on the factory floor"" Byte : 63._x000D_
"
66.0,,,,,"Dumenco  Simon. ""Forget 'Big Data ' Beware 'Little Data'"" Advertising Age : 44.0._x000D_
"
67.0,,,,,"Bhimani  Alnoor,Willcocks  Leslie. ""Digitisation, 'Big Data' and the transformation of accounting information"" Accounting and business research : 469-490._x000D_
"
68.0,,,,,"Bhat  Wasim Ahmad. ""Bridging data-capacity gap in big data storage"" Future generations computer systems : 538-548._x000D_
"
69.0,,,,,"Ma-Kellams  Christine,Bishop  Brianna,Zhang  Mei Fong,Villagrana  Brian. ""Using ``Big Data'' Versus Alternative Measures of Aggregate Data to Predict the U.S. 2016 Presidential Election"" Psychological reports : 726-735._x000D_
"
70.0,,,,,"Stonebraker  M ,Madden  S ,Dubey  P . ""Intel ``Big Data'' Science and Technology Center Vision and Execution Plan"" SIGMOD Record : 44-49._x000D_
"
71.0,,,,,"Reinhalter  L ,Whittmann  R J . ""The Library: Big Data's Boomtown"" The Serials librarian : 363-372._x000D_
"
72.0,,,,,"Shi  Qian,Chen  Xu. ""Carpool for Big Data: Enabling Efficient Crowd Cooperation in Data Market for Pervasive AI"" IEEE Transactions on Vehicular Technology VT : 7778-7789._x000D_
"
73.0,,,,,"Mantelero  Alessandro. ""AI and Big Data: A blueprint for a human rights, social and ethical impact assessment"" COMPUTER LAW AND SECURITY REPORT : 754-772._x000D_
"
74.0,,,,,"Nikolopoulos  Konstantinos,Petropoulos  Fotios. ""Forecasting for big data: Does suboptimality matter?"" Computers & operations research : 322-329._x000D_
"
75.0,,,,,"Bühlmann  Peter,van de Geer  Sara. ""Statistics for big data: A perspective"" Statistics & probability letters : 37-41._x000D_
"
76.0,,,,,"Goossens  K ,Van Uytfanghe  K ,Twomey  P  J ,Thienpont  L  M ,Participating  L . ""Monitoring laboratory data across manufacturers and laboratories-A prerequisite to make ''Big Data'' work"" Clinica chimica acta : 12-18._x000D_
"
77.0,,,,,"Zhang  Yiying,Liang  Kun,Liu  Ying,He  Yeshen. ""The power big data-based energy analysis for intelligent community in smart grid"" INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING AND NETWORKING : 295-305._x000D_
"
78.0,,,,,"Carpenter  Janet S ,Groves  Doyle,Chen  Chen X ,Otte  Julie L ,Miller  Wendy R . ""Menopause and big data: Word Adjacency Graph modeling of menopause-related ChaCha data"" Menopause : 783-788._x000D_
"
79.0,,,,,"Amoore  Louise,Piotukh  Volha. ""Life beyond big data: governing with little analytics"" Economy and society : 341-366._x000D_
"
80.0,,,,," ""Remotely sensed big data: evolution in model development for information extraction [point of view]"" Proceedings of the Institute of Electrical and Electronics Engineers : 2294-2301._x000D_
"
81.0,,,,,"Li  Y ,Zhang  Y ,Li  W ,Jiang  T . ""Marine Wireless Big Data: Efficient Transmission, Related Applications, and Challenges"" IEEE wireless communications : 19-25._x000D_
"
82.0,,,,,"Eslava   Sergio,Cai   Zhaohui J ,Golde   Saar,Yang   Fei. ""A Bespoke Big Data/Visual Analytics Solution for Treatment Pathway Analysis and Visualization Using Healthcare Data"" AMIA ANNUAL SYMPOSIUM : 1385-1385._x000D_
"
83.0,,,,,"Das  P ,Abuhusain  H J ,Reka  A ,Sule  E S ,Tan  I ,Rajan  K K ,Pandit  A S . ""Letter: Harnessing Big Data: The Need for Datathon Research in Neurosurgery"" Neurosurgery : E402._x000D_
"
84.0,,,,,"Brands  Kristine  . ""XBRL and Big Data."" Strategic Finance : 64-65._x000D_
"
85.0,,,,,"Redline  Susan,Purcell  Shaun M. ""Sleep and Big Data: harnessing data, technology, and analytics for monitoring sleep and improving diagnostics, prediction, and interventions—an era for Sleep-Omics?"" Sleep_x000D_
"
86.0,,,,,"Saha  Kunal. ""Analytics and Big Data: Emerging trends and their impact on our lives"" JOURNAL OF PUBLIC AFFAIRS : n/a-n._x000D_
"
87.0,,,,,"Desai  Mayur S ,Raghavan  Kamala. ""Perceptions of ``Big Data'' and its implications on organization applications"" SAM ADVANCED MANAGEMENT JOURNAL : 22-28._x000D_
"
88.0,,,,,"Rousidis  D ,Garoufallou  E ,Balatsoukas  P ,Sicilia  M -A . ""Metadata for Big Data: A preliminary investigation of metadata quality issues in research data repositories"" Information Services & Use : 279-286._x000D_
"
89.0,,,,,"Shearmur  Richard. ""Dazzled by data: Big Data, the census and urban geography"" Urban geography : 965-968._x000D_
"
90.0,,,,,"Liu  T ,Zhang  W  N ,Zhang  Y . ""SocialRobot: a big data-driven humanoid intelligent system in social media services"" Multimedia systems : 17-27._x000D_
"
91.0,,,,,"Hoffman  David. ""Privacy with Big Data: A Framework"" Proceedings of the Americas conference on information systems : 775-784._x000D_
"
92.0,,,,,"Tien  J M . ""Overview of Big Data: A US Perspective"" Bridge-Washington-National Academy of Engineering : 12-19._x000D_
"
93.0,,,,,"Rauter  Carolin Martina,Wöhlke  Sabine,Schicktanz  Silke. ""Organizations Towards ``Big Data''-Driven Approaches in Personalized Medicine? An Empirical-Ethical Study in Health-Related IT"" Studies in Health Technology and Informatics : 199-200._x000D_
"
94.0,,,,,"Zhang  Guiming. ""PyCLKDE: A big data‐enabled high‐performance computational framework for species habitat suitability modeling and mapping"" TRANSACTIONS IN GIS : 1754-1774._x000D_
"
95.0,,,,,"Jack Linchuan Qiu. ""Reflections on Big Data: ‘Just because it is accessible does not make it ethical’"" Media, culture & society : 1089–1094._x000D_
"
96.0,,,,,"Knox   Gordon. ""Art/Science & Big Data: Parts 1, 2 and 3"" Leonardo : 442-444._x000D_
"
97.0,,,,," ""Cover Feature Big data's dark side Misleading numbers"" ENGINEERING AND TECHNOLOGY -IET- : 32-35._x000D_
"
98.0,,,,," ""Guest Editorial: Data-Centric Big Services"" IEEE Transactions on Services Computing : 341-342._x000D_
"
99.0,,,,,"Zhou  Jianli,Wu  Yunna,Tao  Yao,Gao  Jianwei,Zhong  Zhiming,Xu  Chuanbo. ""Geographic information big data-driven two-stage optimization model for location decision of hydrogen refueling stations: An empirical study in China"" Energy_x000D_
"
100.0,,,,,"Kelling  S ,Fink  D ,Sorte  F  A ,Johnston  A ,Bruns  N  E ,Hochachka  W  M . ""Taking a ‘Big Data’ approach to data quality in a citizen science project"" Ambio : 601-611._x000D_
"
101.0,,,,,"Eckhoff  D ,Sommer  C . ""Driving for Big Data? Privacy Concerns in Vehicular Networking"" IEEE SECURITY AND PRIVACY MAGAZINE : 77-79._x000D_
"
1.0,Big-data: transformation from heterogeneous data to semantically-enriched simplified data,"Malik, K. R.",Springer Science + Business Media,2016.0,
2.0,"`Big data' and the analytics course Given student expectations and industry demands, it's time to re-frame content to make analytics course big-data friendly","Bell, P.C.",INSTITUTE FOR OPERATIONS RESEARCH AND THE MANAGEMENT,2014.0,
3.0,"Editorial Commentary: ""Mo' Data, Mo' Problems""? ""Big Data"" From National Database Studies in Orthopaedic Research and Concerns Over Generalizability","Saltzman, Bryan M.","Elsevier Science B.V., Amsterdam",2019.0,
4.0,Impact of WeChat public platforms on blood donation behavior: a big data-based study,"Guo, Xinyu; Chen, Xu",Emerald Group Publishing Limited,2022.0,
5.0,Architecting Time-Critical Big-Data Systems,"Basanta-Val, P.; Audsley, N. C.; Wellings, A. J.; Gray, I.; Fernandez-Garcia, N.",unknown,2016.0,
6.0,"Oracle Sparc Accelerates Big Data Oracle's recent Sparc processors integrate hardware acceleration for database software, big-data analytics, and security. They also enable compression of in-memory databases",unknown,MICRODESIGN RESOURCES,2016.0,
7.0,Computation migration: a new approach to execute big-data bioinformatics workflows,"Nunes, Rickey T. P.; Deshpande, Santosh L.",Inderscience,2018.0,
8.0,A trust-based crowdfunding campaign marketing framework: theoretical underpinnings and big-data analytics practice,"Baah-Peprah, Prince; Shneor, Rotem",Inderscience,2021.0,
9.0,Working the fields of big data: Using big-data-augmented online ethnography to study candidate–candidate interaction at election time,"Laaksonen, Salla-Maaria; Nelimarkka, Matti; Tuokko, Mari; Marttila, Mari; Kekkonen, Arto; Villi, Mikko",Taylor and Francis,2017.0,
10.0,32.5 ARE YOU READY FOR BIG DATA? GOVERNANCE IN BIG-DATA RESEARCH,"Scheepers, Floortje E.; Deschamps, Peter",Elsevier,2016.0,
11.0,32.5 ARE YOU READY FOR BIG DATA? GOVERNANCE IN BIG-DATA RESEARCH,"Scheepers, F. E.; Deschamps, P.",Elsevier,2016.0,
12.0,Hazy: Making It Easier to Build and Maintain Big-Data Analytics Racing to unleash the full potential of big data with the latest statistical and machine-learning techniques,"Kumar, A.; Niu, F.; Re, C.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2013.0,
13.0,"Big-Data Analysis, Cluster Analysis, and Machine-Learning Approaches","Alonso-Betanzos, Amparo; Bolón-Canedo, Verónica",Kluwer Academic Publishers,2018.0,
14.0,Big-data analytics: a critical review and some future directions,"JovanoviÄ, UroÅ¡; Å timec, AleÅ¡; VladuÅ¡iÄ, Daniel; Papa, Gregor; Å ilc, Jurij",Inderscience,2015.0,
15.0,Big-Data Applications in the Government Sector,"Kim, G.-H.; Trimi, S.; Chung, J.-H.",ACM ASSOCIATION FOR COMPUTING MACHINERY,2014.0,
